naics_description,product_or_service_code_description,award_base_action_date,total_obligated_amount
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M07,24396.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M07,33320.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,530.4
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,28765.08
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,34100.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,38250.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,63126.58
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,123930.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,189600.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,356651.95
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M08,364375.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,7072.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,13897.86
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,15319.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,30929.99
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,40341.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,45540.31
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,48904.8
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,52583.32
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,119646.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,296400.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,445500.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERAL CONSTRUCTION MATERIALS, BULK",2021M09,749982.45
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2016M06,24462.41
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2016M09,15000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2016M09,22704.68
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2016M12,5725.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2017M01,104691.62
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2017M03,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2017M08,20952.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2017M09,22062.6
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2018M01,7233.18
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2018M07,316610.27
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M01,94000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M08,52344.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M09,39900.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M09,55461.05
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M10,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2019M10,35952.19
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2020M08,1.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2020M08,6959.68
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2020M09,23988.28
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2020M10,23902.2
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M02,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M02,46925.53
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M03,1106156.2
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M07,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M07,45600.88
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M09,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINERALS, NATURAL AND SYNTHETIC",2021M09,23995.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M03,9778.56
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M08,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M09,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M09,37502.62
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M09,59316.4
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2017M10,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M01,23465.94
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M05,18910.93
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M06,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M06,7173.56
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M06,43814.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M07,9868.63
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M09,11510.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2018M09,54994.84
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M01,212100.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M03,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M03,18850.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M03,33500.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M04,24000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M04,170000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M05,9075.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M05,16752.04
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M05,28000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M05,40000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M05,46420.99
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2019M06,9000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2020M09,17694.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,"MINING, ROCK DRILLING, EARTH BORING, AND RELATED EQUIPMENT",2020M09,29406.6
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CHEMICAL SPECIALTIES,2018M02,3770.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CHEMICAL SPECIALTIES,2018M03,4819.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CHEMICAL SPECIALTIES,2018M06,4823.07
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2016M03,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2016M05,40268.53
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2016M06,44900.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2016M06,66000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2016M08,5425.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2017M08,51000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2017M11,71800.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2018M03,74900.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2018M07,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2018M08,38600.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION EQUIPMENT,2019M04,168840.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M01,206698.55
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M03,60418.7
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M03,144600.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M03,191436.04
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M04,72549.75
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M06,9996.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M06,71634.06
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M06,316640.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,6720.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,7822.65
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,12291.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,63727.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,144558.96
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M07,289200.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M09,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M09,12823.75
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M09,22679.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M09,292100.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M10,202668.24
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2016M11,47275.02
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M01,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M02,87629.67
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M04,70612.58
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M05,111252.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M06,481352.05
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M08,16511.33
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M08,19197.03
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M08,49956.75
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,3020.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,73224.92
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,126558.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,218669.18
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,599975.7
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M09,716749.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M11,39240.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M12,14467.19
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2017M12,551895.51
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M03,73275.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M04,624784.99
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M05,89685.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M05,103188.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M06,9401.31
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M06,14012.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M06,25980.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M06,86790.28
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M07,136109.75
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M07,292223.52
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M08,19062.56
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M08,39708.39
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M08,276713.96
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M08,599996.4
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,218195.77
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,281580.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,287913.55
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,334584.6
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,499974.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M09,550767.74
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M10,150750.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M11,9080.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2018M11,14000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M01,20882.12
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M01,87000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M05,2000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M05,7600.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M05,7666.18
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M05,15000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M05,128785.8
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M06,54014.4
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M06,652995.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M07,197359.2
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M07,313797.12
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,4690.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,11700.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,13604.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,58200.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,62467.99
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,63050.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,67900.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,196500.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,235991.34
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,470306.9
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M08,519900.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M09,69750.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M09,96000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2019M12,35200.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M01,66750.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M01,101261.76
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M02,288400.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M03,13067.94
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M03,13700.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M05,209886.54
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M06,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M06,354620.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M07,57000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M08,301500.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M09,129344.1
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2020M10,261936.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M05,30389.29
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M06,394187.5
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M06,667120.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M07,862400.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M08,98484.6
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M09,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M09,12000.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS CONSTRUCTION MATERIALS,2021M09,46095.77
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS FABRICATED NONMETALLIC MATERIALS,2016M05,81936.6
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS ITEMS,2020M03,0.0
OTHER CRUSHED AND BROKEN STONE MINING AND QUARRYING,MISCELLANEOUS SERVICE AND TRADE EQUIPMENT,2019M01,103500.0
